,car_titlem,car_price,car_description,car_location
0,Hyundai Sonata,7 900 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, серебристый, Машина в отличном состояние. Южно — Корейская сборка. Полная ко...",Алматы
1,Hyundai Sonata,3 500 000 ₸,"2012 г., хэтчбек, 2 л, газ, КПП типтроник, 280 000 км, серебристый, металлик, багажник, тонировка, люк, фаркоп, кенгур...",Алматы
2,Hyundai Sonata,7 000 000 ₸,"2017 г., седан, 2.4 л, бензин, КПП типтроник, 40 233 км, белый, металлик, литые диски, люк, хрустальная оптика, против...",Актау
3,Hyundai Sonata,7 300 000 ₸,"2014 г., седан, 2.4 л, бензин, КПП автомат, 72 000 км, белый, металлик, багажник, литые диски, панорамная крыша, тонир...",Костанай
4,Hyundai Sonata,4 300 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 112 653 км, свежепригнан, В идеальном состоянии! Не битый не крашенный. Вс...",Атырау
5,Hyundai Sonata,6 800 000 ₸,"2017 г., седан, 2 л, газ, КПП автомат, 89 500 км, серебристый, металлик, литые диски, тонировка, ветровики, хрустальна...",Алматы
6,Hyundai Sonata,5 000 000 ₸,"2012 г., седан, 2 л, бензин, КПП автомат, 130 000 км, черный, литые диски, тонировка, ветровики, ксенон, противотуманк...",Нур-Султан (Астана)
7,Hyundai Sonata,3 550 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 107 825 км, серебристый, металлик, фаркоп, литые диски, тонировка, багажни...",Караганда
8,Hyundai Sonata,7 200 000 ₸,"2018 г., седан, 2 л, газ, КПП автомат, 26 193 км, Автосалон «Пирим авто» (Автомобили с пробегом) "" Hyundai Sonata "" 20...",Шымкент
9,Hyundai Sonata,7 800 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 130 000 км, белый, литые диски, тонировка, люк, панорамная крыша, линзован...",Нур-Султан (Астана)
10,Hyundai Sonata,8 640 000 ₸,"2019 г., седан, 2 л, бензин, КПП автомат, 16 000 км, серый, металлик, Представляем Вашему вниманию Hyundai Sonata 2019...",Шымкент
11,Hyundai Sonata,5 000 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 102 193 км, черный, люк, литые диски, панорамная крыша, тонировка, спойлер...",Атырау
12,Hyundai Sonata,3 600 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 160 934 км, литые диски, обвес, ветровики, тонировка, спойлер, линзованная...",Ленгер
13,Hyundai Sonata,6 900 000 ₸,"2017 г., седан, 2 л, газ, КПП автомат, 43 000 км, белый, Очень экономичный дерзкий машына ездить очень хорошо все ориг...",Шымкент
14,Hyundai Sonata,5 300 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 51 000 км, белый, металлик, Учет Армения, оформлена на меня. Состояние хор...",Нур-Султан (Астана)
15,Hyundai Sonata,7 300 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 90 000 км, белый, металлик, фаркоп, литые диски, панорамная крыша, тониров...",Алматы
16,Hyundai Sonata,8 150 000 ₸,"новая
2016 г., седан, 2 л, бензин, КПП типтроник, 36 000 км, белый, металлик, литые диски, тонировка, хрустальная оптика, ли...",Алматы
17,Hyundai Sonata,11 000 000 ₸,"2019 г., седан, 2 л, газ, КПП робот, 1 050 км, серый, металлик, литые диски, тонировка, хрустальная оптика, обогрев зе...",Алматы
18,Hyundai Sonata,2 990 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, багажник, тонировка, люк, фаркоп, кенгурятник, спойлер, панорамная крыша, об...",Атырау
19,Hyundai Sonata,8 400 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, 32 000 км, Единственная в городе Hyundai Sonata hybrid, очень яркая, мощная...",Алматы
20,Hyundai Sonata,7 900 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, серебристый, Машина в отличном состояние. Южно — Корейская сборка. Полная ко...",Алматы
21,Hyundai Sonata,3 500 000 ₸,"2012 г., хэтчбек, 2 л, газ, КПП типтроник, 280 000 км, серебристый, металлик, багажник, тонировка, люк, фаркоп, кенгур...",Алматы
22,Hyundai Sonata,7 000 000 ₸,"2017 г., седан, 2.4 л, бензин, КПП типтроник, 40 233 км, белый, металлик, литые диски, люк, хрустальная оптика, против...",Актау
23,Hyundai Sonata,7 300 000 ₸,"2014 г., седан, 2.4 л, бензин, КПП автомат, 72 000 км, белый, металлик, багажник, литые диски, панорамная крыша, тонир...",Костанай
24,Hyundai Sonata,4 300 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 112 653 км, свежепригнан, В идеальном состоянии! Не битый не крашенный. Вс...",Атырау
25,Hyundai Sonata,6 800 000 ₸,"2017 г., седан, 2 л, газ, КПП автомат, 89 500 км, серебристый, металлик, литые диски, тонировка, ветровики, хрустальна...",Алматы
26,Hyundai Sonata,5 000 000 ₸,"2012 г., седан, 2 л, бензин, КПП автомат, 130 000 км, черный, литые диски, тонировка, ветровики, ксенон, противотуманк...",Нур-Султан (Астана)
27,Hyundai Sonata,3 550 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 107 825 км, серебристый, металлик, фаркоп, литые диски, тонировка, багажни...",Караганда
28,Hyundai Sonata,7 200 000 ₸,"2018 г., седан, 2 л, газ, КПП автомат, 26 193 км, Автосалон «Пирим авто» (Автомобили с пробегом) "" Hyundai Sonata "" 20...",Шымкент
29,Hyundai Sonata,7 800 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 130 000 км, белый, литые диски, тонировка, люк, панорамная крыша, линзован...",Нур-Султан (Астана)
30,Hyundai Sonata,8 640 000 ₸,"2019 г., седан, 2 л, бензин, КПП автомат, 16 000 км, серый, металлик, Представляем Вашему вниманию Hyundai Sonata 2019...",Шымкент
31,Hyundai Sonata,5 000 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 102 193 км, черный, люк, литые диски, панорамная крыша, тонировка, спойлер...",Атырау
32,Hyundai Sonata,3 600 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 160 934 км, литые диски, обвес, ветровики, тонировка, спойлер, линзованная...",Ленгер
33,Hyundai Sonata,6 900 000 ₸,"2017 г., седан, 2 л, газ, КПП автомат, 43 000 км, белый, Очень экономичный дерзкий машына ездить очень хорошо все ориг...",Шымкент
34,Hyundai Sonata,5 300 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 51 000 км, белый, металлик, Учет Армения, оформлена на меня. Состояние хор...",Нур-Султан (Астана)
35,Hyundai Sonata,7 300 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 90 000 км, белый, металлик, фаркоп, литые диски, панорамная крыша, тониров...",Алматы
36,Hyundai Sonata,8 150 000 ₸,"новая
2016 г., седан, 2 л, бензин, КПП типтроник, 36 000 км, белый, металлик, литые диски, тонировка, хрустальная оптика, ли...",Алматы
37,Hyundai Sonata,11 000 000 ₸,"2019 г., седан, 2 л, газ, КПП робот, 1 050 км, серый, металлик, литые диски, тонировка, хрустальная оптика, обогрев зе...",Алматы
38,Hyundai Sonata,2 990 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, багажник, тонировка, люк, фаркоп, кенгурятник, спойлер, панорамная крыша, об...",Атырау
39,Hyundai Sonata,8 400 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, 32 000 км, Единственная в городе Hyundai Sonata hybrid, очень яркая, мощная...",Алматы
40,Hyundai Sonata,7 900 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, серебристый, Машина в отличном состояние. Южно — Корейская сборка. Полная ко...",Алматы
41,Hyundai Sonata,3 500 000 ₸,"2012 г., хэтчбек, 2 л, газ, КПП типтроник, 280 000 км, серебристый, металлик, багажник, тонировка, люк, фаркоп, кенгур...",Алматы
42,Hyundai Sonata,7 000 000 ₸,"2017 г., седан, 2.4 л, бензин, КПП типтроник, 40 233 км, белый, металлик, литые диски, люк, хрустальная оптика, против...",Актау
43,Hyundai Sonata,7 300 000 ₸,"2014 г., седан, 2.4 л, бензин, КПП автомат, 72 000 км, белый, металлик, багажник, литые диски, панорамная крыша, тонир...",Костанай
44,Hyundai Sonata,4 300 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 112 653 км, свежепригнан, В идеальном состоянии! Не битый не крашенный. Вс...",Атырау
45,Hyundai Sonata,6 800 000 ₸,"2017 г., седан, 2 л, газ, КПП автомат, 89 500 км, серебристый, металлик, литые диски, тонировка, ветровики, хрустальна...",Алматы
46,Hyundai Sonata,5 000 000 ₸,"2012 г., седан, 2 л, бензин, КПП автомат, 130 000 км, черный, литые диски, тонировка, ветровики, ксенон, противотуманк...",Нур-Султан (Астана)
47,Hyundai Sonata,3 550 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 107 825 км, серебристый, металлик, фаркоп, литые диски, тонировка, багажни...",Караганда
48,Hyundai Sonata,7 200 000 ₸,"2018 г., седан, 2 л, газ, КПП автомат, 26 193 км, Автосалон «Пирим авто» (Автомобили с пробегом) "" Hyundai Sonata "" 20...",Шымкент
49,Hyundai Sonata,7 800 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 130 000 км, белый, литые диски, тонировка, люк, панорамная крыша, линзован...",Нур-Султан (Астана)
50,Hyundai Sonata,8 640 000 ₸,"2019 г., седан, 2 л, бензин, КПП автомат, 16 000 км, серый, металлик, Представляем Вашему вниманию Hyundai Sonata 2019...",Шымкент
51,Hyundai Sonata,5 000 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 102 193 км, черный, люк, литые диски, панорамная крыша, тонировка, спойлер...",Атырау
52,Hyundai Sonata,3 600 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 160 934 км, литые диски, обвес, ветровики, тонировка, спойлер, линзованная...",Ленгер
53,Hyundai Sonata,6 900 000 ₸,"2017 г., седан, 2 л, газ, КПП автомат, 43 000 км, белый, Очень экономичный дерзкий машына ездить очень хорошо все ориг...",Шымкент
54,Hyundai Sonata,5 300 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 51 000 км, белый, металлик, Учет Армения, оформлена на меня. Состояние хор...",Нур-Султан (Астана)
55,Hyundai Sonata,7 300 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 90 000 км, белый, металлик, фаркоп, литые диски, панорамная крыша, тониров...",Алматы
56,Hyundai Sonata,8 150 000 ₸,"новая
2016 г., седан, 2 л, бензин, КПП типтроник, 36 000 км, белый, металлик, литые диски, тонировка, хрустальная оптика, ли...",Алматы
57,Hyundai Sonata,11 000 000 ₸,"2019 г., седан, 2 л, газ, КПП робот, 1 050 км, серый, металлик, литые диски, тонировка, хрустальная оптика, обогрев зе...",Алматы
58,Hyundai Sonata,2 990 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, багажник, тонировка, люк, фаркоп, кенгурятник, спойлер, панорамная крыша, об...",Атырау
59,Hyundai Sonata,8 400 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, 32 000 км, Единственная в городе Hyundai Sonata hybrid, очень яркая, мощная...",Алматы
60,Hyundai Sonata,7 900 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, серебристый, Машина в отличном состояние. Южно — Корейская сборка. Полная ко...",Алматы
61,Hyundai Sonata,3 500 000 ₸,"2012 г., хэтчбек, 2 л, газ, КПП типтроник, 280 000 км, серебристый, металлик, багажник, тонировка, люк, фаркоп, кенгур...",Алматы
62,Hyundai Sonata,7 000 000 ₸,"2017 г., седан, 2.4 л, бензин, КПП типтроник, 40 233 км, белый, металлик, литые диски, люк, хрустальная оптика, против...",Актау
63,Hyundai Sonata,7 300 000 ₸,"2014 г., седан, 2.4 л, бензин, КПП автомат, 72 000 км, белый, металлик, багажник, литые диски, панорамная крыша, тонир...",Костанай
64,Hyundai Sonata,4 300 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 112 653 км, свежепригнан, В идеальном состоянии! Не битый не крашенный. Вс...",Атырау
65,Hyundai Sonata,6 800 000 ₸,"2017 г., седан, 2 л, газ, КПП автомат, 89 500 км, серебристый, металлик, литые диски, тонировка, ветровики, хрустальна...",Алматы
66,Hyundai Sonata,5 000 000 ₸,"2012 г., седан, 2 л, бензин, КПП автомат, 130 000 км, черный, литые диски, тонировка, ветровики, ксенон, противотуманк...",Нур-Султан (Астана)
67,Hyundai Sonata,3 550 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 107 825 км, серебристый, металлик, фаркоп, литые диски, тонировка, багажни...",Караганда
68,Hyundai Sonata,7 200 000 ₸,"2018 г., седан, 2 л, газ, КПП автомат, 26 193 км, Автосалон «Пирим авто» (Автомобили с пробегом) "" Hyundai Sonata "" 20...",Шымкент
69,Hyundai Sonata,7 800 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 130 000 км, белый, литые диски, тонировка, люк, панорамная крыша, линзован...",Нур-Султан (Астана)
70,Hyundai Sonata,8 640 000 ₸,"2019 г., седан, 2 л, бензин, КПП автомат, 16 000 км, серый, металлик, Представляем Вашему вниманию Hyundai Sonata 2019...",Шымкент
71,Hyundai Sonata,5 000 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 102 193 км, черный, люк, литые диски, панорамная крыша, тонировка, спойлер...",Атырау
72,Hyundai Sonata,3 600 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 160 934 км, литые диски, обвес, ветровики, тонировка, спойлер, линзованная...",Ленгер
73,Hyundai Sonata,6 900 000 ₸,"2017 г., седан, 2 л, газ, КПП автомат, 43 000 км, белый, Очень экономичный дерзкий машына ездить очень хорошо все ориг...",Шымкент
74,Hyundai Sonata,5 300 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 51 000 км, белый, металлик, Учет Армения, оформлена на меня. Состояние хор...",Нур-Султан (Астана)
75,Hyundai Sonata,7 300 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 90 000 км, белый, металлик, фаркоп, литые диски, панорамная крыша, тониров...",Алматы
76,Hyundai Sonata,8 150 000 ₸,"новая
2016 г., седан, 2 л, бензин, КПП типтроник, 36 000 км, белый, металлик, литые диски, тонировка, хрустальная оптика, ли...",Алматы
77,Hyundai Sonata,11 000 000 ₸,"2019 г., седан, 2 л, газ, КПП робот, 1 050 км, серый, металлик, литые диски, тонировка, хрустальная оптика, обогрев зе...",Алматы
78,Hyundai Sonata,2 990 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, багажник, тонировка, люк, фаркоп, кенгурятник, спойлер, панорамная крыша, об...",Атырау
79,Hyundai Sonata,8 400 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, 32 000 км, Единственная в городе Hyundai Sonata hybrid, очень яркая, мощная...",Алматы
80,Hyundai Sonata,7 900 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, серебристый, Машина в отличном состояние. Южно — Корейская сборка. Полная ко...",Алматы
81,Hyundai Sonata,3 500 000 ₸,"2012 г., хэтчбек, 2 л, газ, КПП типтроник, 280 000 км, серебристый, металлик, багажник, тонировка, люк, фаркоп, кенгур...",Алматы
82,Hyundai Sonata,7 000 000 ₸,"2017 г., седан, 2.4 л, бензин, КПП типтроник, 40 233 км, белый, металлик, литые диски, люк, хрустальная оптика, против...",Актау
83,Hyundai Sonata,7 300 000 ₸,"2014 г., седан, 2.4 л, бензин, КПП автомат, 72 000 км, белый, металлик, багажник, литые диски, панорамная крыша, тонир...",Костанай
84,Hyundai Sonata,4 300 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 112 653 км, свежепригнан, В идеальном состоянии! Не битый не крашенный. Вс...",Атырау
85,Hyundai Sonata,6 800 000 ₸,"2017 г., седан, 2 л, газ, КПП автомат, 89 500 км, серебристый, металлик, литые диски, тонировка, ветровики, хрустальна...",Алматы
86,Hyundai Sonata,5 000 000 ₸,"2012 г., седан, 2 л, бензин, КПП автомат, 130 000 км, черный, литые диски, тонировка, ветровики, ксенон, противотуманк...",Нур-Султан (Астана)
87,Hyundai Sonata,3 550 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 107 825 км, серебристый, металлик, фаркоп, литые диски, тонировка, багажни...",Караганда
88,Hyundai Sonata,7 200 000 ₸,"2018 г., седан, 2 л, газ, КПП автомат, 26 193 км, Автосалон «Пирим авто» (Автомобили с пробегом) "" Hyundai Sonata "" 20...",Шымкент
89,Hyundai Sonata,7 800 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 130 000 км, белый, литые диски, тонировка, люк, панорамная крыша, линзован...",Нур-Султан (Астана)
90,Hyundai Sonata,8 640 000 ₸,"2019 г., седан, 2 л, бензин, КПП автомат, 16 000 км, серый, металлик, Представляем Вашему вниманию Hyundai Sonata 2019...",Шымкент
91,Hyundai Sonata,5 000 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 102 193 км, черный, люк, литые диски, панорамная крыша, тонировка, спойлер...",Атырау
92,Hyundai Sonata,3 600 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 160 934 км, литые диски, обвес, ветровики, тонировка, спойлер, линзованная...",Ленгер
93,Hyundai Sonata,6 900 000 ₸,"2017 г., седан, 2 л, газ, КПП автомат, 43 000 км, белый, Очень экономичный дерзкий машына ездить очень хорошо все ориг...",Шымкент
94,Hyundai Sonata,5 300 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 51 000 км, белый, металлик, Учет Армения, оформлена на меня. Состояние хор...",Нур-Султан (Астана)
95,Hyundai Sonata,7 300 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 90 000 км, белый, металлик, фаркоп, литые диски, панорамная крыша, тониров...",Алматы
96,Hyundai Sonata,8 150 000 ₸,"новая
2016 г., седан, 2 л, бензин, КПП типтроник, 36 000 км, белый, металлик, литые диски, тонировка, хрустальная оптика, ли...",Алматы
97,Hyundai Sonata,11 000 000 ₸,"2019 г., седан, 2 л, газ, КПП робот, 1 050 км, серый, металлик, литые диски, тонировка, хрустальная оптика, обогрев зе...",Алматы
98,Hyundai Sonata,2 990 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, багажник, тонировка, люк, фаркоп, кенгурятник, спойлер, панорамная крыша, об...",Атырау
99,Hyundai Sonata,8 400 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, 32 000 км, Единственная в городе Hyundai Sonata hybrid, очень яркая, мощная...",Алматы
100,Hyundai Sonata,7 900 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, серебристый, Машина в отличном состояние. Южно — Корейская сборка. Полная ко...",Алматы
101,Hyundai Sonata,3 500 000 ₸,"2012 г., хэтчбек, 2 л, газ, КПП типтроник, 280 000 км, серебристый, металлик, багажник, тонировка, люк, фаркоп, кенгур...",Алматы
102,Hyundai Sonata,7 000 000 ₸,"2017 г., седан, 2.4 л, бензин, КПП типтроник, 40 233 км, белый, металлик, литые диски, люк, хрустальная оптика, против...",Актау
103,Hyundai Sonata,7 300 000 ₸,"2014 г., седан, 2.4 л, бензин, КПП автомат, 72 000 км, белый, металлик, багажник, литые диски, панорамная крыша, тонир...",Костанай
104,Hyundai Sonata,4 300 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 112 653 км, свежепригнан, В идеальном состоянии! Не битый не крашенный. Вс...",Атырау
105,Hyundai Sonata,6 800 000 ₸,"2017 г., седан, 2 л, газ, КПП автомат, 89 500 км, серебристый, металлик, литые диски, тонировка, ветровики, хрустальна...",Алматы
106,Hyundai Sonata,5 000 000 ₸,"2012 г., седан, 2 л, бензин, КПП автомат, 130 000 км, черный, литые диски, тонировка, ветровики, ксенон, противотуманк...",Нур-Султан (Астана)
107,Hyundai Sonata,3 550 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 107 825 км, серебристый, металлик, фаркоп, литые диски, тонировка, багажни...",Караганда
108,Hyundai Sonata,7 200 000 ₸,"2018 г., седан, 2 л, газ, КПП автомат, 26 193 км, Автосалон «Пирим авто» (Автомобили с пробегом) "" Hyundai Sonata "" 20...",Шымкент
109,Hyundai Sonata,7 800 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 130 000 км, белый, литые диски, тонировка, люк, панорамная крыша, линзован...",Нур-Султан (Астана)
110,Hyundai Sonata,8 640 000 ₸,"2019 г., седан, 2 л, бензин, КПП автомат, 16 000 км, серый, металлик, Представляем Вашему вниманию Hyundai Sonata 2019...",Шымкент
111,Hyundai Sonata,5 000 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 102 193 км, черный, люк, литые диски, панорамная крыша, тонировка, спойлер...",Атырау
112,Hyundai Sonata,3 600 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 160 934 км, литые диски, обвес, ветровики, тонировка, спойлер, линзованная...",Ленгер
113,Hyundai Sonata,6 900 000 ₸,"2017 г., седан, 2 л, газ, КПП автомат, 43 000 км, белый, Очень экономичный дерзкий машына ездить очень хорошо все ориг...",Шымкент
114,Hyundai Sonata,5 300 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 51 000 км, белый, металлик, Учет Армения, оформлена на меня. Состояние хор...",Нур-Султан (Астана)
115,Hyundai Sonata,7 300 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 90 000 км, белый, металлик, фаркоп, литые диски, панорамная крыша, тониров...",Алматы
116,Hyundai Sonata,8 150 000 ₸,"новая
2016 г., седан, 2 л, бензин, КПП типтроник, 36 000 км, белый, металлик, литые диски, тонировка, хрустальная оптика, ли...",Алматы
117,Hyundai Sonata,11 000 000 ₸,"2019 г., седан, 2 л, газ, КПП робот, 1 050 км, серый, металлик, литые диски, тонировка, хрустальная оптика, обогрев зе...",Алматы
118,Hyundai Sonata,2 990 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, багажник, тонировка, люк, фаркоп, кенгурятник, спойлер, панорамная крыша, об...",Атырау
119,Hyundai Sonata,8 400 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, 32 000 км, Единственная в городе Hyundai Sonata hybrid, очень яркая, мощная...",Алматы
120,Hyundai Sonata,7 900 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, серебристый, Машина в отличном состояние. Южно — Корейская сборка. Полная ко...",Алматы
121,Hyundai Sonata,3 500 000 ₸,"2012 г., хэтчбек, 2 л, газ, КПП типтроник, 280 000 км, серебристый, металлик, багажник, тонировка, люк, фаркоп, кенгур...",Алматы
122,Hyundai Sonata,7 000 000 ₸,"2017 г., седан, 2.4 л, бензин, КПП типтроник, 40 233 км, белый, металлик, литые диски, люк, хрустальная оптика, против...",Актау
123,Hyundai Sonata,7 300 000 ₸,"2014 г., седан, 2.4 л, бензин, КПП автомат, 72 000 км, белый, металлик, багажник, литые диски, панорамная крыша, тонир...",Костанай
124,Hyundai Sonata,4 300 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 112 653 км, свежепригнан, В идеальном состоянии! Не битый не крашенный. Вс...",Атырау
125,Hyundai Sonata,6 800 000 ₸,"2017 г., седан, 2 л, газ, КПП автомат, 89 500 км, серебристый, металлик, литые диски, тонировка, ветровики, хрустальна...",Алматы
126,Hyundai Sonata,5 000 000 ₸,"2012 г., седан, 2 л, бензин, КПП автомат, 130 000 км, черный, литые диски, тонировка, ветровики, ксенон, противотуманк...",Нур-Султан (Астана)
127,Hyundai Sonata,3 550 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 107 825 км, серебристый, металлик, фаркоп, литые диски, тонировка, багажни...",Караганда
128,Hyundai Sonata,7 200 000 ₸,"2018 г., седан, 2 л, газ, КПП автомат, 26 193 км, Автосалон «Пирим авто» (Автомобили с пробегом) "" Hyundai Sonata "" 20...",Шымкент
129,Hyundai Sonata,7 800 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 130 000 км, белый, литые диски, тонировка, люк, панорамная крыша, линзован...",Нур-Султан (Астана)
130,Hyundai Sonata,8 640 000 ₸,"2019 г., седан, 2 л, бензин, КПП автомат, 16 000 км, серый, металлик, Представляем Вашему вниманию Hyundai Sonata 2019...",Шымкент
131,Hyundai Sonata,5 000 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 102 193 км, черный, люк, литые диски, панорамная крыша, тонировка, спойлер...",Атырау
132,Hyundai Sonata,3 600 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 160 934 км, литые диски, обвес, ветровики, тонировка, спойлер, линзованная...",Ленгер
133,Hyundai Sonata,6 900 000 ₸,"2017 г., седан, 2 л, газ, КПП автомат, 43 000 км, белый, Очень экономичный дерзкий машына ездить очень хорошо все ориг...",Шымкент
134,Hyundai Sonata,5 300 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 51 000 км, белый, металлик, Учет Армения, оформлена на меня. Состояние хор...",Нур-Султан (Астана)
135,Hyundai Sonata,7 300 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 90 000 км, белый, металлик, фаркоп, литые диски, панорамная крыша, тониров...",Алматы
136,Hyundai Sonata,8 150 000 ₸,"новая
2016 г., седан, 2 л, бензин, КПП типтроник, 36 000 км, белый, металлик, литые диски, тонировка, хрустальная оптика, ли...",Алматы
137,Hyundai Sonata,11 000 000 ₸,"2019 г., седан, 2 л, газ, КПП робот, 1 050 км, серый, металлик, литые диски, тонировка, хрустальная оптика, обогрев зе...",Алматы
138,Hyundai Sonata,2 990 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, багажник, тонировка, люк, фаркоп, кенгурятник, спойлер, панорамная крыша, об...",Атырау
139,Hyundai Sonata,8 400 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, 32 000 км, Единственная в городе Hyundai Sonata hybrid, очень яркая, мощная...",Алматы
140,Hyundai Sonata,7 900 000 ₸,"2017 г., седан, 2 л, бензин, КПП автомат, серебристый, Машина в отличном состояние. Южно — Корейская сборка. Полная ко...",Алматы
141,Hyundai Sonata,3 500 000 ₸,"2012 г., хэтчбек, 2 л, газ, КПП типтроник, 280 000 км, серебристый, металлик, багажник, тонировка, люк, фаркоп, кенгур...",Алматы
142,Hyundai Sonata,7 000 000 ₸,"2017 г., седан, 2.4 л, бензин, КПП типтроник, 40 233 км, белый, металлик, литые диски, люк, хрустальная оптика, против...",Актау
143,Hyundai Sonata,7 300 000 ₸,"2014 г., седан, 2.4 л, бензин, КПП автомат, 72 000 км, белый, металлик, багажник, литые диски, панорамная крыша, тонир...",Костанай
144,Hyundai Sonata,4 300 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, 112 653 км, свежепригнан, В идеальном состоянии! Не битый не крашенный. Вс...",Атырау
145,Hyundai Sonata,6 800 000 ₸,"2017 г., седан, 2 л, газ, КПП автомат, 89 500 км, серебристый, металлик, литые диски, тонировка, ветровики, хрустальна...",Алматы
146,Hyundai Sonata,5 000 000 ₸,"2012 г., седан, 2 л, бензин, КПП автомат, 130 000 км, черный, литые диски, тонировка, ветровики, ксенон, противотуманк...",Нур-Султан (Астана)
147,Hyundai Sonata,3 550 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 107 825 км, серебристый, металлик, фаркоп, литые диски, тонировка, багажни...",Караганда
148,Hyundai Sonata,7 200 000 ₸,"2018 г., седан, 2 л, газ, КПП автомат, 26 193 км, Автосалон «Пирим авто» (Автомобили с пробегом) "" Hyundai Sonata "" 20...",Шымкент
149,Hyundai Sonata,7 800 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 130 000 км, белый, литые диски, тонировка, люк, панорамная крыша, линзован...",Нур-Султан (Астана)
